id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position,p,fold-change
10431,"granulysin",10431,"GNLY","granulysin",10578,"2","n/a","n/a","7.69e-04","1.845"
41362,"defects in morphology 1 homolog (S. cerevisiae)",41362,"DEM1","defects in morphology 1 homolog (S. cerevisiae)",64789,"1","n/a","n/a","3.88e-08","1.844"
5652,"proteasome (prosome, macropain) subunit, alpha type, 3",5652,"PSMA3","proteasome (prosome, macropain) subunit, alpha type, 3",5684,"14","n/a","n/a","1.14e-10","1.844"
8999,"solute carrier family 16, member 4 (monocarboxylic acid transporter 5)",8999,"SLC16A4","solute carrier family 16, member 4 (monocarboxylic acid transporter 5)",9122,"1","n/a","n/a","1.71e-10","1.843"
84,"actinin, alpha 1",84,"ACTN1","actinin, alpha 1",87,"14","n/a","n/a","1.58e-08","1.843"
4634,"protein phosphatase 1, regulatory subunit 12B",4634,"PPP1R12B","protein phosphatase 1, regulatory subunit 12B",4660,"1","n/a","n/a","4.25e-13","1.843"
55565,"chromosome 1 open reading frame 115",55565,"C1orf115","chromosome 1 open reading frame 115",79762,"1","n/a","n/a","5.42e-04","1.842"
11026,"Ras association (RalGDS/AF-6) domain family member 1",11026,"RASSF1","Ras association (RalGDS/AF-6) domain family member 1",11186,"3","n/a","n/a","1.37e-08","1.841"
4066,"SMAD family member 6",4066,"SMAD6","SMAD family member 6",4091,"15","n/a","n/a","2.81e-06","1.841"
80923,"glycerol-3-phosphate acyltransferase 2, mitochondrial",80923,"GPAT2","glycerol-3-phosphate acyltransferase 2, mitochondrial",150763,"2","n/a","n/a","1.27e-06","1.840"
94829,"chromosome 9 open reading frame 47",94829,"C9orf47","chromosome 9 open reading frame 47",286223,"9","n/a","n/a","3.50e-07","1.840"
132,"adenosine A2a receptor",132,"ADORA2A","adenosine A2a receptor",135,"22","n/a","n/a","1.36e-07","1.840"
1340,"cytochrome c oxidase subunit VIIb",1340,"COX7B","cytochrome c oxidase subunit VIIb",1349,"X","n/a","n/a","1.03e-08","1.839"
122758,"transmembrane protein 233",122758,"TMEM233","transmembrane protein 233",387890,"12","n/a","n/a","1.93e-05","1.837"
26776,"nephronophthisis 3 (adolescent)",26776,"NPHP3","nephronophthisis 3 (adolescent)",27031,"3","n/a","n/a","2.15e-15","1.836"
7276,"ubiquitin-conjugating enzyme E2A",7276,"UBE2A","ubiquitin-conjugating enzyme E2A",7319,"X","n/a","n/a","4.94e-16","1.836"
37097,"RAP2C, member of RAS oncogene family",37097,"RAP2C","RAP2C, member of RAS oncogene family",57826,"X","n/a","n/a","4.05e-08","1.836"
5447,"peptidylprolyl isomerase B (cyclophilin B)",5447,"PPIB","peptidylprolyl isomerase B (cyclophilin B)",5479,"15","n/a","n/a","2.37e-08","1.836"
77624,"transmembrane protein 123",77624,"TMEM123","transmembrane protein 123",114908,"11","n/a","n/a","6.20e-13","1.836"
2167,"acyl-CoA synthetase long-chain family member 4",2167,"ACSL4","acyl-CoA synthetase long-chain family member 4",2182,"X","n/a","n/a","6.61e-12","1.835"
59120,"microtubule associated serine/threonine kinase-like",59120,"MASTL","microtubule associated serine/threonine kinase-like",84930,"10","n/a","n/a","9.56e-12","1.835"
157122709,"uncharacterized LOC100506827",157122709,"LOC100506827","uncharacterized LOC100506827",100506827,"4","n/a","n/a","9.61e-06","1.834"
6323,"chemokine (C-C motif) ligand 14",6323,"CCL14","chemokine (C-C motif) ligand 14",6358,"17","n/a","n/a","2.94e-04","1.834"
90138,"zinc finger, DHHC-type containing 20",90138,"ZDHHC20","zinc finger, DHHC-type containing 20",253832,"13","n/a","n/a","5.59e-14","1.833"
5050,"phosducin-like",5050,"PDCL","phosducin-like",5082,"9","n/a","n/a","1.95e-15","1.833"
58983,"long intergenic non-protein coding RNA 467",58983,"LINC00467","long intergenic non-protein coding RNA 467",84791,"1","n/a","n/a","1.42e-07","1.833"
34453,"SHQ1 homolog (S. cerevisiae)",34453,"SHQ1","SHQ1 homolog (S. cerevisiae)",55164,"3","n/a","n/a","2.58e-12","1.831"
125113,"family with sequence similarity 174, member B",125113,"FAM174B","family with sequence similarity 174, member B",400451,"15","n/a","n/a","1.95e-08","1.831"
77525,"transmembrane protein 200A",77525,"TMEM200A","transmembrane protein 200A",114801,"6","n/a","n/a","1.51e-07","1.831"
30492,"derlin 2",30492,"DERL2","derlin 2",51009,"17","n/a","n/a","8.29e-09","1.830"
8040,"high mobility group AT-hook 2",8040,"HMGA2","high mobility group AT-hook 2",8091,"12","n/a","n/a","1.66e-06","1.829"
6361,"SEC14-like 1 (S. cerevisiae)",6361,"SEC14L1","SEC14-like 1 (S. cerevisiae)",6397,"17","n/a","n/a","2.33e-12","1.829"
57473,"ADAM metallopeptidase with thrombospondin type 1 motif, 12",57473,"ADAMTS12","ADAM metallopeptidase with thrombospondin type 1 motif, 12",81792,"5","n/a","n/a","2.34e-07","1.829"
55758,"endoplasmic reticulum metallopeptidase 1",55758,"ERMP1","endoplasmic reticulum metallopeptidase 1",79956,"9","n/a","n/a","1.03e-06","1.829"
6168,"ribosomal protein S7",6168,"RPS7","ribosomal protein S7",6201,"2","n/a","n/a","2.11e-11","1.828"
6619,"SRY (sex determining region Y)-box 4",6619,"SOX4","SRY (sex determining region Y)-box 4",6659,"6","n/a","n/a","1.23e-06","1.827"
990,"cell division cycle 25 homolog C (S. pombe)",990,"CDC25C","cell division cycle 25 homolog C (S. pombe)",995,"5","n/a","n/a","3.60e-06","1.827"
166443,"uncharacterized LOC642477",166443,"FLJ39632","uncharacterized LOC642477",642477,"14","n/a","n/a","3.10e-09","1.827"
1511,"cathepsin Z",1511,"CTSZ","cathepsin Z",1522,"20","n/a","n/a","2.56e-08","1.825"
25688,"SAM domain and HD domain 1",25688,"SAMHD1","SAM domain and HD domain 1",25939,"20","n/a","n/a","1.48e-12","1.825"
6166,"ribosomal protein S6 kinase, 70kDa, polypeptide 2",6166,"RPS6KB2","ribosomal protein S6 kinase, 70kDa, polypeptide 2",6199,"11","n/a","n/a","8.84e-06","1.825"
8691,"tumor necrosis factor receptor superfamily, member 14",8691,"TNFRSF14","tumor necrosis factor receptor superfamily, member 14",8764,"1","n/a","n/a","3.14e-11","1.825"
35259,"solute carrier family 50 (sugar transporter), member 1",35259,"SLC50A1","solute carrier family 50 (sugar transporter), member 1",55974,"1","n/a","n/a","3.91e-11","1.824"
34022,"solute carrier family 35, member F2",34022,"SLC35F2","solute carrier family 35, member F2",54733,"11","n/a","n/a","1.08e-05","1.823"
5972,"regulator of G-protein signaling 16",5972,"RGS16","regulator of G-protein signaling 16",6004,"1","n/a","n/a","9.40e-05","1.823"
80987,"solute carrier family 16, member 14 (monocarboxylic acid transporter 14)",80987,"SLC16A14","solute carrier family 16, member 14 (monocarboxylic acid transporter 14)",151473,"2","n/a","n/a","2.84e-08","1.822"
9845,"protein phosphatase 4, regulatory subunit 1",9845,"PPP4R1","protein phosphatase 4, regulatory subunit 1",9989,"18","n/a","n/a","1.03e-13","1.820"
78830,"zinc finger protein 641",78830,"ZNF641","zinc finger protein 641",121274,"12","n/a","n/a","3.51e-13","1.820"
7985,"solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16",7985,"SLC25A16","solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16",8034,"10","n/a","n/a","1.39e-10","1.820"
10907,"ubiquitin-conjugating enzyme E2C",10907,"UBE2C","ubiquitin-conjugating enzyme E2C",11065,"20","n/a","n/a","1.28e-03","1.820"
5382,"septin 4",5382,"SEPT4","septin 4",5414,"17","n/a","n/a","1.70e-03","1.819"
58105,"RAB34, member RAS oncogene family",58105,"RAB34","RAB34, member RAS oncogene family",83871,"17","n/a","n/a","1.62e-07","1.819"
157123225,"uncharacterized LOC100507239",157123225,"LOC100507239","uncharacterized LOC100507239",100507239,"3","n/a","n/a","5.62e-07","1.818"
36381,"chromosome 12 open reading frame 5",36381,"C12orf5","chromosome 12 open reading frame 5",57103,"12","n/a","n/a","9.87e-11","1.818"
26935,"interleukin 17B",26935,"IL17B","interleukin 17B",27190,"5","n/a","n/a","6.53e-06","1.818"
10584,"retinoic acid induced 2",10584,"RAI2","retinoic acid induced 2",10742,"X","n/a","n/a","2.02e-06","1.817"
81936,"COMM domain containing 6",81936,"COMMD6","COMM domain containing 6",170622,"13","n/a","n/a","7.54e-07","1.817"
1990,"ELK4, ETS-domain protein (SRF accessory protein 1)",1990,"ELK4","ELK4, ETS-domain protein (SRF accessory protein 1)",2005,"1","n/a","n/a","1.50e-12","1.817"
5098,"phosphate cytidylyltransferase 1, choline, alpha",5098,"PCYT1A","phosphate cytidylyltransferase 1, choline, alpha",5130,"3","n/a","n/a","1.01e-10","1.816"
5261,"phosphoinositide-3-kinase, catalytic, delta polypeptide",5261,"PIK3CD","phosphoinositide-3-kinase, catalytic, delta polypeptide",5293,"1","n/a","n/a","1.42e-09","1.816"
41354,"ceramide kinase",41354,"CERK","ceramide kinase",64781,"22","n/a","n/a","6.21e-16","1.814"
34322,"FK506 binding protein 14, 22 kDa",34322,"FKBP14","FK506 binding protein 14, 22 kDa",55033,"7","n/a","n/a","1.44e-08","1.812"
119531,"coiled-coil domain containing 23",119531,"CCDC23","coiled-coil domain containing 23",374969,"1","n/a","n/a","3.98e-19","1.811"
7369,"vascular cell adhesion molecule 1",7369,"VCAM1","vascular cell adhesion molecule 1",7412,"1","n/a","n/a","5.13e-04","1.811"
40779,"peptide deformylase (mitochondrial)",40779,"PDF","peptide deformylase (mitochondrial)",64146,"16","n/a","n/a","1.85e-06","1.811"
1020387,"LIM and senescent cell antigen-like domains 3-like",1020387,"LIMS3L","LIM and senescent cell antigen-like domains 3-like",100288695,"2","n/a","n/a","3.88e-09","1.811"
710,"complement component 1, q subcomponent, C chain",710,"C1QC","complement component 1, q subcomponent, C chain",714,"1","n/a","n/a","3.54e-05","1.811"
23888,"kinesin family member 4A",23888,"KIF4A","kinesin family member 4A",24137,"X","n/a","n/a","6.17e-07","1.811"
9327,"SH3-domain binding protein 5 (BTK-associated)",9327,"SH3BP5","SH3-domain binding protein 5 (BTK-associated)",9467,"3","n/a","n/a","1.35e-10","1.810"
55424,"ribonuclease H2, subunit B",55424,"RNASEH2B","ribonuclease H2, subunit B",79621,"13","n/a","n/a","1.14e-08","1.810"
23233,"SEC11 homolog A (S. cerevisiae)",23233,"SEC11A","SEC11 homolog A (S. cerevisiae)",23478,"15","n/a","n/a","1.11e-09","1.809"
10734,"mucosa associated lymphoid tissue lymphoma translocation gene 1",10734,"MALT1","mucosa associated lymphoid tissue lymphoma translocation gene 1",10892,"18","n/a","n/a","2.53e-10","1.809"
182483,"amphiregulin B",182483,"AREGB","amphiregulin B",727738,"4","n/a","n/a","1.69e-03","1.809"
36407,"mitochondrial ribosomal protein L47",36407,"MRPL47","mitochondrial ribosomal protein L47",57129,"3","n/a","n/a","5.36e-07","1.809"
6019,"arginyl aminopeptidase (aminopeptidase B)",6019,"RNPEP","arginyl aminopeptidase (aminopeptidase B)",6051,"1","n/a","n/a","1.07e-11","1.809"
7752,"leucine zipper protein 1",7752,"LUZP1","leucine zipper protein 1",7798,"1","n/a","n/a","5.39e-13","1.808"
25551,"leiomodin 1 (smooth muscle)",25551,"LMOD1","leiomodin 1 (smooth muscle)",25802,"1","n/a","n/a","4.87e-06","1.808"
60057,"ankyrin repeat domain 44",60057,"ANKRD44","ankyrin repeat domain 44",91526,"2","n/a","n/a","1.20e-11","1.808"
169620,"uncharacterized LOC729732",169620,"LOC729732","uncharacterized LOC729732",729732,"8","n/a","n/a","1.09e-07","1.808"
23339,"transmembrane protein 50A",23339,"TMEM50A","transmembrane protein 50A",23585,"1","n/a","n/a","8.56e-27","1.807"
4008,"lymphoid-restricted membrane protein",4008,"LRMP","lymphoid-restricted membrane protein",4033,"12","n/a","n/a","7.30e-09","1.807"
79624,"nuclear receptor coactivator 7",79624,"NCOA7","nuclear receptor coactivator 7",135112,"6","n/a","n/a","1.10e-08","1.807"
26995,"programmed cell death 4 (neoplastic transformation inhibitor)",26995,"PDCD4","programmed cell death 4 (neoplastic transformation inhibitor)",27250,"10","n/a","n/a","2.36e-10","1.807"
4184,"myocyte enhancer factor 2D",4184,"MEF2D","myocyte enhancer factor 2D",4209,"1","n/a","n/a","3.70e-12","1.805"
38112,"FK506 binding protein 10, 65 kDa",38112,"FKBP10","FK506 binding protein 10, 65 kDa",60681,"17","n/a","n/a","1.03e-06","1.804"
3668,"integrin, beta 5",3668,"ITGB5","integrin, beta 5",3693,"3","n/a","n/a","3.77e-07","1.804"
31109,"solute carrier family 25, member 39",31109,"SLC25A39","solute carrier family 25, member 39",51629,"17","n/a","n/a","1.22e-07","1.804"
34,"acyl-CoA dehydrogenase, very long chain",34,"ACADVL","acyl-CoA dehydrogenase, very long chain",37,"17","n/a","n/a","3.03e-12","1.803"
157121971,"uncharacterized LOC100506253",157121971,"LOC100506253","uncharacterized LOC100506253",100506253,"4","n/a","n/a","9.57e-06","1.803"
30332,"F11 receptor",30332,"F11R","F11 receptor",50848,"1","n/a","n/a","2.16e-11","1.802"
2301,"filamin B, beta",2301,"FLNB","filamin B, beta",2317,"3","n/a","n/a","3.88e-15","1.802"
6365,"selectin E",6365,"SELE","selectin E",6401,"1","n/a","n/a","6.62e-05","1.802"
22951,"family with sequence similarity 120A",22951,"FAM120A","family with sequence similarity 120A",23196,"9","n/a","n/a","6.98e-10","1.802"
31139,"GINS complex subunit 2 (Psf2 homolog)",31139,"GINS2","GINS complex subunit 2 (Psf2 homolog)",51659,"16","n/a","n/a","1.65e-06","1.801"
23255,"dishevelled associated activator of morphogenesis 2",23255,"DAAM2","dishevelled associated activator of morphogenesis 2",23500,"6","n/a","n/a","2.19e-08","1.800"
4815,"nitric oxide synthase 3 (endothelial cell)",4815,"NOS3","nitric oxide synthase 3 (endothelial cell)",4846,"7","n/a","n/a","2.51e-08","1.799"
11164,"serine/threonine kinase 38",11164,"STK38","serine/threonine kinase 38",11329,"6","n/a","n/a","7.20e-12","1.798"
59923,"chromosome 12 open reading frame 23",59923,"C12orf23","chromosome 12 open reading frame 23",90488,"12","n/a","n/a","4.18e-08","1.798"
80037,"zinc finger and BTB domain containing 46",80037,"ZBTB46","zinc finger and BTB domain containing 46",140685,"20","n/a","n/a","8.68e-13","1.798"
3337,"5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled",3337,"HTR2B","5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled",3357,"2","n/a","n/a","2.00e-07","1.797"
59876,"carcinoembryonic antigen-related cell adhesion molecule 21",59876,"CEACAM21","carcinoembryonic antigen-related cell adhesion molecule 21",90273,"19","n/a","n/a","1.20e-04","1.797"
55419,"cyclin J-like",55419,"CCNJL","cyclin J-like",79616,"5","n/a","n/a","7.95e-12","1.797"
5487,"protein phosphatase 2, regulatory subunit A, beta",5487,"PPP2R1B","protein phosphatase 2, regulatory subunit A, beta",5519,"11","n/a","n/a","3.10e-12","1.796"
907,"CD1d molecule",907,"CD1D","CD1d molecule",912,"1","n/a","n/a","1.43e-05","1.796"
40604,"claspin",40604,"CLSPN","claspin",63967,"1","n/a","n/a","8.73e-09","1.796"
6205,"ribosome binding protein 1 homolog 180kDa (dog)",6205,"RRBP1","ribosome binding protein 1 homolog 180kDa (dog)",6238,"20","n/a","n/a","8.26e-06","1.796"
34030,"leptin receptor overlapping transcript",34030,"LEPROT","leptin receptor overlapping transcript",54741,"1","n/a","n/a","3.15e-16","1.796"
22942,"pleckstrin homology-like domain, family B, member 1",22942,"PHLDB1","pleckstrin homology-like domain, family B, member 1",23187,"11","n/a","n/a","1.20e-16","1.796"
5893,"retinoblastoma 1",5893,"RB1","retinoblastoma 1",5925,"13","n/a","n/a","2.26e-09","1.795"
4993,"purinergic receptor P2X, ligand-gated ion channel, 4",4993,"P2RX4","purinergic receptor P2X, ligand-gated ion channel, 4",5025,"12","n/a","n/a","7.09e-09","1.794"
81317,"chromosome 8 open reading frame 48",81317,"C8orf48","chromosome 8 open reading frame 48",157773,"8","n/a","n/a","4.53e-06","1.794"
80040,"chromosome 20 open reading frame 112",80040,"C20orf112","chromosome 20 open reading frame 112",140688,"20","n/a","n/a","2.35e-08","1.793"
1015679,"familial acute myelogenous leukemia related factor",1015679,"LOC100131234","familial acute myelogenous leukemia related factor",100131234,"1","n/a","n/a","2.08e-04","1.793"
34327,"cell division cycle associated 4",34327,"CDCA4","cell division cycle associated 4",55038,"14","n/a","n/a","2.77e-09","1.793"
639,"bleomycin hydrolase",639,"BLMH","bleomycin hydrolase",642,"17","n/a","n/a","9.78e-15","1.793"
76600,"CKLF-like MARVEL transmembrane domain containing 7",76600,"CMTM7","CKLF-like MARVEL transmembrane domain containing 7",112616,"3","n/a","n/a","2.61e-07","1.793"
1033,"cerebellar degeneration-related protein 2, 62kDa",1033,"CDR2","cerebellar degeneration-related protein 2, 62kDa",1039,"16","n/a","n/a","7.54e-12","1.792"
80810,"uncharacterized LOC100128988",80810,"LOC100128988","uncharacterized LOC100128988",100128988,"20","n/a","n/a","9.23e-03","1.790"
110398,"Gen endonuclease homolog 1 (Drosophila)",110398,"GEN1","Gen endonuclease homolog 1 (Drosophila)",348654,"2","n/a","n/a","4.84e-08","1.790"
157123659,"uncharacterized LOC100507552",157123659,"LOC100507552","uncharacterized LOC100507552",100507552,"1","n/a","n/a","3.33e-05","1.789"
2756,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3",2756,"GNAI3","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3",2773,"1","n/a","n/a","4.20e-09","1.788"
29578,"SUMO1/sentrin specific peptidase 1",29578,"SENP1","SUMO1/sentrin specific peptidase 1",29843,"12","n/a","n/a","1.43e-08","1.787"
79825,"GRB2-associated binding protein 3",79825,"GAB3","GRB2-associated binding protein 3",139716,"X","n/a","n/a","5.74e-10","1.787"
2902,"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)",2902,"CXCL1","chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)",2919,"4","n/a","n/a","5.59e-03","1.787"
2209,"farnesyl diphosphate synthase",2209,"FDPS","farnesyl diphosphate synthase",2224,"1","n/a","n/a","1.01e-06","1.787"
8667,"CASP2 and RIPK1 domain containing adaptor with death domain",8667,"CRADD","CASP2 and RIPK1 domain containing adaptor with death domain",8738,"12","n/a","n/a","9.88e-08","1.785"
4642,"N-acetylgalactosaminidase, alpha-",4642,"NAGA","N-acetylgalactosaminidase, alpha-",4668,"22","n/a","n/a","2.75e-14","1.785"
1764,"deoxyribonuclease I-like 3",1764,"DNASE1L3","deoxyribonuclease I-like 3",1776,"3","n/a","n/a","4.34e-06","1.784"
5841,"RAB27A, member RAS oncogene family",5841,"RAB27A","RAB27A, member RAS oncogene family",5873,"15","n/a","n/a","6.53e-11","1.784"
58353,"family with sequence similarity 175, member A",58353,"FAM175A","family with sequence similarity 175, member A",84142,"4","n/a","n/a","2.60e-11","1.784"
724,"complement component 5a receptor 1",724,"C5AR1","complement component 5a receptor 1",728,"19","n/a","n/a","4.28e-06","1.784"
35085,"muscleblind-like splicing regulator 3",35085,"MBNL3","muscleblind-like splicing regulator 3",55796,"X","n/a","n/a","4.17e-11","1.784"
81045,"coiled-coil domain containing 50",81045,"CCDC50","coiled-coil domain containing 50",152137,"3","n/a","n/a","2.45e-10","1.784"
134085,"chromosome 3 open reading frame 78",134085,"C3orf78","chromosome 3 open reading frame 78",440957,"3","n/a","n/a","7.13e-08","1.783"
40730,"erythrocyte membrane protein band 4.1 like 4A",40730,"EPB41L4A","erythrocyte membrane protein band 4.1 like 4A",64097,"5","n/a","n/a","1.10e-11","1.783"
23436,"protein kinase D3",23436,"PRKD3","protein kinase D3",23683,"2","n/a","n/a","3.82e-15","1.783"
56126,"ankyrin repeat and BTB (POZ) domain containing 1",56126,"ABTB1","ankyrin repeat and BTB (POZ) domain containing 1",80325,"3","n/a","n/a","5.73e-09","1.783"
4150,"minichromosome maintenance complex component 6",4150,"MCM6","minichromosome maintenance complex component 6",4175,"2","n/a","n/a","4.82e-12","1.782"
10842,"solute carrier family 27 (fatty acid transporter), member 3",10842,"SLC27A3","solute carrier family 27 (fatty acid transporter), member 3",11000,"1","n/a","n/a","2.14e-06","1.782"
4633,"protein phosphatase 1, regulatory subunit 12A",4633,"PPP1R12A","protein phosphatase 1, regulatory subunit 12A",4659,"12","n/a","n/a","2.08e-14","1.781"
1094,"regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2",1094,"RCBTB2","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2",1102,"13","n/a","n/a","5.16e-14","1.780"
34945,"integrator complex subunit 8",34945,"INTS8","integrator complex subunit 8",55656,"8","n/a","n/a","2.45e-10","1.780"
81280,"cell division cycle associated 2",81280,"CDCA2","cell division cycle associated 2",157313,"8","n/a","n/a","2.73e-06","1.779"
6895,"zinc finger E-box binding homeobox 1",6895,"ZEB1","zinc finger E-box binding homeobox 1",6935,"10","n/a","n/a","1.76e-12","1.779"
1023702,"microRNA 1244-2",1023702,"MIR1244-2","microRNA 1244-2",100422885,"5","n/a","n/a","2.47e-05","1.778"
24,"v-abl Abelson murine leukemia viral oncogene homolog 2",24,"ABL2","v-abl Abelson murine leukemia viral oncogene homolog 2",27,"1","n/a","n/a","9.87e-10","1.778"
10801,"transmembrane emp24 domain trafficking protein 2",10801,"TMED2","transmembrane emp24 domain trafficking protein 2",10959,"12","n/a","n/a","8.90e-11","1.777"
80962,"shugoshin-like 2 (S. pombe)",80962,"SGOL2","shugoshin-like 2 (S. pombe)",151246,"2","n/a","n/a","1.00e-05","1.776"
3144,"nuclear receptor subfamily 4, group A, member 1",3144,"NR4A1","nuclear receptor subfamily 4, group A, member 1",3164,"12","n/a","n/a","5.85e-06","1.776"
11149,"lysophospholipase II",11149,"LYPLA2","lysophospholipase II",11313,"1","n/a","n/a","5.51e-08","1.775"
9500,"SH3 and PX domains 2A",9500,"SH3PXD2A","SH3 and PX domains 2A",9644,"10","n/a","n/a","8.93e-12","1.775"
6138,"ribosomal protein L39",6138,"RPL39","ribosomal protein L39",6170,"X","n/a","n/a","7.08e-10","1.774"
3156,"histamine N-methyltransferase",3156,"HNMT","histamine N-methyltransferase",3176,"2","n/a","n/a","2.58e-09","1.772"
8412,"CDC42 binding protein kinase alpha (DMPK-like)",8412,"CDC42BPA","CDC42 binding protein kinase alpha (DMPK-like)",8476,"1","n/a","n/a","5.81e-09","1.772"
9984,"furry homolog (Drosophila)",9984,"FRY","furry homolog (Drosophila)",10129,"13","n/a","n/a","4.22e-07","1.772"
34127,"WW domain binding protein 1-like",34127,"WBP1L","WW domain binding protein 1-like",54838,"10","n/a","n/a","4.51e-13","1.771"
8454,"histone acetyltransferase 1",8454,"HAT1","histone acetyltransferase 1",8520,"2","n/a","n/a","3.05e-07","1.771"
4147,"minichromosome maintenance complex component 3",4147,"MCM3","minichromosome maintenance complex component 3",4172,"6","n/a","n/a","2.72e-12","1.771"
79513,"sodium channel and clathrin linker 1",79513,"SCLT1","sodium channel and clathrin linker 1",132320,"4","n/a","n/a","9.64e-12","1.770"
80364,"copine VIII",80364,"CPNE8","copine VIII",144402,"12","n/a","n/a","3.97e-05","1.770"
2310,"flavin containing monooxygenase 1",2310,"FMO1","flavin containing monooxygenase 1",2326,"1","n/a","n/a","4.84e-05","1.770"
7029,"TIA1 cytotoxic granule-associated RNA binding protein",7029,"TIA1","TIA1 cytotoxic granule-associated RNA binding protein",7072,"2","n/a","n/a","1.72e-10","1.770"
33145,"tripartite motif containing 34",33145,"TRIM34","tripartite motif containing 34",53840,"11","n/a","n/a","5.62e-06","1.769"
8874,"prolyl 4-hydroxylase, alpha polypeptide II",8874,"P4HA2","prolyl 4-hydroxylase, alpha polypeptide II",8974,"5","n/a","n/a","1.22e-05","1.769"
57306,"diaphanous homolog 3 (Drosophila)",57306,"DIAPH3","diaphanous homolog 3 (Drosophila)",81624,"13","n/a","n/a","1.78e-08","1.768"
78147,"heat shock 70kD protein 12B",78147,"HSPA12B","heat shock 70kD protein 12B",116835,"20","n/a","n/a","3.41e-08","1.768"
1455,"cysteine and glycine-rich protein 2",1455,"CSRP2","cysteine and glycine-rich protein 2",1466,"12","n/a","n/a","6.96e-07","1.768"
40869,"PDZ and LIM domain 2 (mystique)",40869,"PDLIM2","PDZ and LIM domain 2 (mystique)",64236,"8","n/a","n/a","2.01e-08","1.768"
4028,"latent transforming growth factor beta binding protein 2",4028,"LTBP2","latent transforming growth factor beta binding protein 2",4053,"14","n/a","n/a","1.85e-04","1.767"
1656,"defensin, alpha 3, neutrophil-specific",1656,"DEFA3","defensin, alpha 3, neutrophil-specific",1668,"8","n/a","n/a","2.20e-02","1.767"
5240,"serpin peptidase inhibitor, clade B (ovalbumin), member 9",5240,"SERPINB9","serpin peptidase inhibitor, clade B (ovalbumin), member 9",5272,"6","n/a","n/a","2.90e-09","1.767"
4234,"microsomal glutathione S-transferase 3",4234,"MGST3","microsomal glutathione S-transferase 3",4259,"1","n/a","n/a","1.56e-08","1.766"
157121963,"prothymosin alpha-like",157121963,"LOC100506248","prothymosin alpha-like",100506248,"12","n/a","n/a","1.48e-09","1.766"
9805,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1",9805,"AMMECR1","Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1",9949,"X","n/a","n/a","9.08e-08","1.766"
119487,"testis expressed 9",119487,"TEX9","testis expressed 9",374618,"15","n/a","n/a","5.18e-08","1.765"
59083,"F-box protein, helicase, 18",59083,"FBXO18","F-box protein, helicase, 18",84893,"10","n/a","n/a","2.54e-10","1.765"
35255,"guanine nucleotide binding protein (G protein), gamma 12",35255,"GNG12","guanine nucleotide binding protein (G protein), gamma 12",55970,"1","n/a","n/a","1.34e-09","1.765"
6395,"serine/arginine-rich splicing factor 6",6395,"SRSF6","serine/arginine-rich splicing factor 6",6431,"20","n/a","n/a","1.51e-07","1.765"
157122625,"uncharacterized LOC100506751",157122625,"LOC100506751","uncharacterized LOC100506751",100506751,"14","n/a","n/a","2.67e-07","1.763"
90192,"chromosome 10 open reading frame 47",90192,"C10orf47","chromosome 10 open reading frame 47",254427,"10","n/a","n/a","1.64e-10","1.763"
1489,"catenin (cadherin-associated protein), delta 1",1489,"CTNND1","catenin (cadherin-associated protein), delta 1",1500,"11","n/a","n/a","3.86e-18","1.763"
59203,"chromosome 11 open reading frame 70",59203,"C11orf70","chromosome 11 open reading frame 70",85016,"11","n/a","n/a","8.19e-08","1.762"
25781,"sushi domain containing 5",25781,"SUSD5","sushi domain containing 5",26032,"3","n/a","n/a","1.72e-05","1.762"
77621,"C1q and tumor necrosis factor related protein 7",77621,"C1QTNF7","C1q and tumor necrosis factor related protein 7",114905,"4","n/a","n/a","1.80e-10","1.762"
35942,"vault RNA 1-2",35942,"VTRNA1-2","vault RNA 1-2",56663,"5","n/a","n/a","2.12e-02","1.761"
4263,"antigen identified by monoclonal antibody Ki-67",4263,"MKI67","antigen identified by monoclonal antibody Ki-67",4288,"10","n/a","n/a","1.01e-07","1.761"
157121399,"uncharacterized LOC100505829",157121399,"LOC100505829","uncharacterized LOC100505829",100505829,"7","n/a","n/a","2.41e-05","1.761"
10526,"tumor necrosis factor (ligand) superfamily, member 13b",10526,"TNFSF13B","tumor necrosis factor (ligand) superfamily, member 13b",10673,"13","n/a","n/a","5.84e-06","1.761"
1020766,"uncharacterized LOC100289130",1020766,"LOC100289130","uncharacterized LOC100289130",100289130,"3","n/a","n/a","3.28e-10","1.760"
